City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,bel ombre,-4.6167,55.4167,28.91,70,20,2.57,SC,1697958679
363,revelstoke,50.9832,-118.2023,6.01,100,75,0.0,CA,1697958680
364,udachny,66.4167,112.4,-8.01,94,99,1.79,RU,1697958634
365,shakawe,-18.3667,21.85,32.26,24,7,4.07,BW,1697958680
366,masina,-4.3836,15.3914,25.16,94,75,3.09,CD,1697958680
367,chornomors'k,46.305,30.6548,20.28,72,0,4.41,UA,1697958680
368,saint-joseph,-21.3667,55.6167,26.72,67,0,4.43,RE,1697958681
369,mount pearl,47.5166,-52.7813,16.29,96,100,1.34,CA,1697958681
370,namibe,-15.1961,12.1522,23.26,73,4,1.42,AO,1697958508
371,muriti,-1.9833,32.9167,24.98,61,61,2.53,TZ,1697958618
372,simanggang,1.2472,111.4528,31.17,62,89,0.9,MY,1697958681
373,bubaque,11.2833,-15.8333,27.98,75,97,2.19,GW,1697958584
374,lorengau,-2.0226,147.2712,28.82,69,93,3.56,PG,1697958682
375,muswellbrook,-32.2667,150.9,29.01,17,1,6.67,AU,1697958682
376,tumpat,6.1978,102.171,29.43,71,100,2.82,MY,1697958682
377,alofi,-19.0595,-169.9187,24.24,80,40,3.57,NU,1697958682
378,amasra,41.7463,32.3863,20.03,43,36,2.22,TR,1697958683
379,bazarnyy karabulak,52.2683,46.4144,3.52,44,65,3.45,RU,1697958683
380,tete,-16.1564,33.5867,33.05,43,40,3.09,MZ,1697958683
381,oban,56.4127,-5.4706,5.21,74,82,2.95,GB,1697958683
382,nuku'alofa,-21.1333,-175.2,24.19,94,20,3.6,TO,1697958492
383,sisimiut,66.9395,-53.6735,-4.02,86,86,4.63,GL,1697958684
384,oamaru,-45.0784,170.9801,9.1,78,100,1.91,NZ,1697958684
385,humberto de campos,-2.5983,-43.4611,26.07,79,63,4.13,BR,1697958684
386,buedu,8.2803,-10.3719,21.0,99,93,0.2,SL,1697958684
387,tobruk,32.0836,23.9764,22.87,68,0,3.26,LY,1697958684
388,autazes,-3.5797,-59.1306,26.4,67,97,1.05,BR,1697958685
389,lere,10.387,8.5726,23.13,36,71,1.46,NG,1697958685
390,puerto yuca,2.9383,-73.2083,22.33,94,88,1.4,CO,1697958685
391,champerico,14.3,-91.9167,24.92,91,99,4.42,GT,1697958685
392,petropavlovka,50.6114,105.3196,13.19,38,10,3.22,RU,1697958685
393,happy valley-goose bay,53.3168,-60.3315,4.6,78,100,5.55,CA,1697958686
394,aoulef,26.9667,1.0833,26.44,33,0,3.21,DZ,1697958686
395,flying fish cove,-10.4217,105.6791,28.82,69,75,3.6,CX,1697958686
396,port-vila,-17.7338,168.3219,23.78,83,100,5.14,VU,1697958686
397,saint-pierre,-21.3393,55.4781,27.32,61,0,7.72,RE,1697958686
398,coyhaique,-45.5752,-72.0662,2.97,81,0,3.09,CL,1697958687
399,batie,9.8833,-2.9167,24.68,78,5,1.25,BF,1697958676
400,abepura,-2.6333,140.5833,32.45,52,20,5.14,ID,1697958687
401,ambovombe,-25.1667,46.0833,30.82,43,0,1.84,MG,1697958439
402,piti village,13.4626,144.6933,29.49,77,20,6.69,GU,1697958687
403,mahebourg,-20.4081,57.7,24.93,72,68,4.0,MU,1697958581
404,khandyga,62.6667,135.6,-10.68,95,100,0.12,RU,1697958688
405,howrah,22.5892,88.3103,31.0,62,75,2.57,IN,1697958630
406,sal rei,16.1833,-22.9167,23.11,88,20,1.03,CV,1697958688
407,chibougamau,49.9168,-74.3659,2.79,100,100,7.72,CA,1697958688
408,guangyuan,32.442,105.823,20.02,57,98,1.83,CN,1697958688
409,turpan,42.9333,89.1667,23.05,16,6,1.14,CN,1697958689
410,ormara,25.2088,64.6357,27.65,74,0,5.67,PK,1697958689
411,kone,-21.0595,164.8658,22.83,73,100,2.6,NC,1697958689
412,kapa'a,22.0752,-159.319,25.99,88,75,2.06,US,1697958689
413,kaset wisai,15.6556,103.5836,30.42,57,50,4.52,TH,1697958689
414,yambio,4.5721,28.3955,26.38,72,7,1.91,SS,1697958690
415,vodnyy,63.5046,53.4095,0.42,69,97,6.41,RU,1697958690
416,encheng,22.1839,112.3026,23.31,69,56,4.17,CN,1697958646
417,labasa,-16.4167,179.3833,25.55,88,91,1.37,FJ,1697958690
418,nova vicosa,-17.8919,-39.3719,23.46,80,100,3.5,BR,1697958452
419,kavalerovo,44.2661,135.0572,4.16,80,73,5.26,RU,1697958691
420,chui,-33.6971,-53.4616,16.83,91,100,4.02,UY,1697958691
421,tarawa,1.419,172.984,27.05,89,100,1.03,KI,1697958402
422,urengoy,65.9667,78.3667,-0.67,77,89,7.53,RU,1697958691
423,viedma,-40.8135,-62.9967,11.42,93,100,6.15,AR,1697958692
424,kargopol',61.5071,38.9456,0.45,80,7,2.52,RU,1697958692
425,ataq,14.5377,46.8319,26.55,38,62,2.79,YE,1697958692
426,laojunmiao,39.8333,97.7333,12.03,17,7,5.26,CN,1697958577
427,new norfolk,-42.7826,147.0587,15.51,85,93,1.72,AU,1697958692
428,piacabucu,-10.4056,-36.4344,23.29,89,65,2.35,BR,1697958693
429,lazaro cardenas,17.9583,-102.2,25.16,89,100,1.64,MX,1697958693
430,kapuskasing,49.4169,-82.4331,1.0,93,100,3.6,CA,1697958693
431,camana,-16.6228,-72.7111,19.13,93,100,3.54,PE,1697958693
432,ancud,-41.8697,-73.8203,5.63,87,0,1.37,CL,1697958693
433,burang,30.25,81.1667,4.61,29,100,3.59,CN,1697958694
434,malvan,16.0667,73.4667,32.04,51,99,1.35,IN,1697958694
435,grants,35.1473,-107.8514,7.13,31,0,0.0,US,1697958694
436,port saint john's,-31.6229,29.5448,17.18,80,100,5.56,ZA,1697958694
437,beira,-19.8436,34.8389,30.05,62,40,4.12,MZ,1697958694
438,minab,27.1467,57.0801,31.68,43,0,3.1,IR,1697958695
439,new plymouth,-39.0667,174.0833,13.78,82,30,4.78,NZ,1697958596
440,malinyi,-8.9333,36.1333,32.21,41,59,1.48,TZ,1697958615
441,turaif,31.6725,38.6637,25.14,23,40,10.29,SA,1697958695
442,la passe,45.5549,-0.8967,10.13,76,100,2.9,FR,1697958695
443,richards bay,-28.783,32.0377,19.6,87,100,5.98,ZA,1697958696
444,reggane,26.7158,0.1714,25.87,31,0,2.22,DZ,1697958696
445,vorkuta,67.5,64.0,-5.69,90,14,5.14,RU,1697958696
446,langsa,4.4683,97.9683,29.2,72,99,2.38,ID,1697958696
447,arno,60.1167,18.6333,4.88,87,87,2.96,SE,1697958696
448,berezovyy,51.6667,135.7,2.75,40,0,3.84,RU,1697958697
449,tateyama,34.9833,139.8667,18.02,51,30,2.83,JP,1697958697
450,selfoss,63.9331,-20.9971,3.91,80,100,1.46,IS,1697958697
451,hirschau,49.545,11.9508,10.45,89,100,0.0,DE,1697958697
452,mangai,-4.05,19.5333,25.22,83,100,0.51,CD,1697958698
453,langepas,61.2544,75.2124,0.43,69,100,5.48,RU,1697958698
454,kuta,-8.7233,115.1723,30.0,79,20,3.6,ID,1697958698
455,mahibadhoo,3.7833,72.9667,28.07,74,93,5.72,MV,1697958698
456,la'ie,21.6477,-157.9253,25.25,80,32,0.96,US,1697958698
457,kerikeri,-35.2268,173.9474,14.95,78,0,2.24,NZ,1697958618
458,qamdo,31.1667,97.2333,6.15,29,69,2.79,CN,1697958699
459,sterling,39.0062,-77.4286,11.64,82,75,1.34,US,1697958699
460,campo formoso,-10.5075,-40.3214,17.18,86,19,2.75,BR,1697958699
461,saiha,22.4833,92.9667,31.94,40,37,2.14,IN,1697958599
462,akureyri,65.6835,-18.0878,2.96,81,100,0.0,IS,1697958699
463,sinabang,2.4803,96.3801,25.09,89,100,0.63,ID,1697958700
464,chapaev,50.2,51.1667,4.2,49,7,7.23,KZ,1697958700
465,greymouth,-42.4667,171.2,10.78,82,0,1.86,NZ,1697958700
466,quesnel,52.9999,-122.5029,-2.72,93,0,0.0,CA,1697958701
467,choroszcz,53.1433,22.9889,8.5,97,100,3.09,PL,1697958701
468,morris,40.8334,-74.5329,11.99,72,100,4.63,US,1697958701
469,rikaze,29.25,88.8833,12.01,15,0,2.59,CN,1697958701
470,pangai,-19.8,-174.35,25.1,80,7,2.32,TO,1697958440
471,severo-yeniseyskiy,60.3725,93.0408,-1.64,76,89,7.34,RU,1697958702
472,ovria,38.1833,21.7167,27.85,71,71,2.38,GR,1697958702
473,sao jose da coroa grande,-8.8978,-35.1478,24.33,83,32,3.55,BR,1697958702
474,galliano,29.4422,-90.2992,18.89,94,40,0.0,US,1697958702
475,massawa,15.6097,39.45,32.83,47,18,3.11,ER,1697958703
476,bastos,-21.9219,-50.7339,17.37,79,0,4.54,BR,1697958703
477,lahad datu,5.0268,118.327,31.14,63,100,1.91,MY,1697958703
478,lower sackville,44.7733,-63.6885,14.78,98,100,5.66,CA,1697958703
479,cascais,38.6979,-9.4215,16.14,91,100,3.58,PT,1697958704
480,sur,22.5667,59.5289,32.01,42,20,2.95,OM,1697958704
481,puerto deseado,-47.7503,-65.8938,6.87,74,1,7.2,AR,1697958685
482,fort atkinson,42.9289,-88.8371,6.42,83,5,0.89,US,1697958704
483,wad medani,14.4012,33.5199,33.03,17,5,4.56,SD,1697958556
484,jinka,5.65,36.65,21.58,76,37,0.9,ET,1697958705
485,veselynove,47.3567,31.2349,22.41,44,0,4.98,UA,1697958705
486,hotan,37.0997,79.9269,19.84,12,41,4.29,CN,1697958705
487,umm ruwaba,12.9061,31.2158,32.54,13,1,5.47,SD,1697958705
488,daru,-9.0763,143.2092,25.37,73,100,4.37,PG,1697958705
489,monrovia,6.3005,-10.7969,24.87,87,96,1.46,LR,1697958706
490,corner brook,48.9667,-57.9484,11.09,99,100,1.89,CA,1697958706
491,cobija,-11.0267,-68.7692,24.31,69,91,1.33,BO,1697958706
492,acapulco de juarez,16.8634,-99.8901,26.9,89,40,2.57,MX,1697958410
493,tual,-5.6667,132.75,27.18,76,71,3.59,ID,1697958707
494,tai'an,36.1853,117.12,22.09,28,0,3.78,CN,1697958659
495,radford,37.1318,-80.5764,14.51,72,40,7.72,US,1697958707
496,kimberley,-28.7323,24.7623,19.83,52,0,2.57,ZA,1697958707
497,arawa,-6.2132,155.5367,27.59,86,64,0.64,PG,1697958642
498,nadi,-17.8,177.4167,25.04,85,85,2.99,FJ,1697958707
499,port blair,11.6667,92.75,30.02,74,75,2.06,IN,1697958708
500,llanes,43.4198,-4.7549,14.77,66,100,2.44,ES,1697958708
501,hede,33.7681,120.2517,20.93,36,0,2.3,CN,1697958708
502,uberlandia,-18.9186,-48.2772,22.31,71,4,3.56,BR,1697958426
503,morehead city,34.7229,-76.726,19.44,71,0,5.14,US,1697958663
504,la foa,-21.7108,165.8276,23.08,68,56,4.35,NC,1697958709
505,oroqen zizhiqi,50.5667,123.7167,8.8,37,82,2.74,CN,1697958639
506,kourou,5.1552,-52.6478,25.03,92,98,3.26,GF,1697958709
507,golyshmanovo,56.3979,68.3728,1.05,98,100,5.4,RU,1697958709
508,cambria,35.5641,-121.0808,14.79,95,13,1.34,US,1697958709
509,chipata,-13.6333,32.65,28.55,37,96,4.02,ZM,1697958710
510,laguna,38.421,-121.4238,16.83,80,0,4.12,US,1697958710
511,obo,5.3998,26.4869,27.65,64,7,2.22,CF,1697958679
512,"laikit, laikit ii (dimembe)",1.4792,124.9735,27.47,84,40,2.06,ID,1697958710
513,fort st. john,56.2499,-120.8529,-2.06,100,100,2.57,CA,1697958710
514,kariba,-16.5167,28.8,30.9,40,95,1.18,ZW,1697958711
515,qandala,11.472,49.8728,29.06,66,100,2.62,SO,1697958711
516,polyarnyy,69.1989,33.4478,0.93,87,100,6.66,RU,1697958711
517,loen,7.7601,168.2307,28.23,74,100,4.17,MH,1697958711
518,goundi,9.3627,17.366,29.14,60,40,1.01,TD,1697958711
519,kashgar,39.4547,75.9797,17.79,17,64,2.23,CN,1697958712
520,helena valley southeast,46.6153,-111.9216,11.08,71,0,0.0,US,1697958712
521,bay roberts,47.5999,-53.2648,16.95,98,100,1.34,CA,1697958712
522,xai-xai,-25.0519,33.6442,28.48,50,2,0.89,MZ,1697958712
523,holualoa,19.6228,-155.9522,21.04,99,83,0.82,US,1697958713
524,tondano,1.3038,124.9112,25.05,73,70,1.19,ID,1697958575
525,tshabong,-26.05,22.45,23.24,29,0,4.0,BW,1697958713
526,sola,-13.8833,167.55,25.73,85,100,11.86,VU,1697958713
527,basse santa su,13.31,-14.2137,23.71,92,16,1.85,GM,1697958713
528,kununurra,-15.7667,128.7333,37.99,30,62,2.57,AU,1697958714
529,thinadhoo,0.5333,72.9333,27.36,78,91,6.42,MV,1697958714
530,bardai,11.65,7.2333,23.69,28,76,3.29,NG,1697958714
531,pisco,-13.7,-76.2167,18.03,94,98,4.12,PE,1697958645
532,svetlyy,54.675,20.1347,9.03,92,100,1.32,RU,1697958714
533,duba,27.3513,35.6901,30.3,39,0,3.11,SA,1697958715
534,puerto madryn,-42.7692,-65.0385,9.34,81,6,3.45,AR,1697958715
535,changping,40.2186,116.2197,23.8,16,0,2.51,CN,1697958715
536,sciacca,37.5082,13.0881,22.03,66,100,1.26,IT,1697958715
537,lumding railway colony,25.749,93.17,30.94,47,5,1.29,IN,1697958715
538,sovetskaya gavan',48.9723,140.2878,4.46,37,21,5.25,RU,1697958716
539,woolgoolga,-30.1106,153.2007,31.69,70,32,7.61,AU,1697958716
540,bei'an,24.5399,109.533,25.64,50,21,1.92,CN,1697958716
541,ashmun,30.2986,30.9764,23.47,62,0,3.55,EG,1697958716
542,mbandaka,0.0487,18.2603,24.49,90,100,0.32,CD,1697958716
543,ivdel',60.6911,60.4206,1.52,56,84,4.98,RU,1697958717
544,pontes e lacerda,-15.2261,-59.3353,25.97,39,79,0.99,BR,1697958717
545,nizhnesortymskiy,62.4397,71.7603,-0.65,78,68,7.4,RU,1697958717
546,likhovskoy,48.1519,40.1792,9.42,57,19,5.56,RU,1697958717
547,presidente epitacio,-21.7633,-52.1156,21.3,66,0,4.96,BR,1697958718
548,ulladulla,-35.35,150.4667,20.98,33,0,6.2,AU,1697958546
549,kalachinsk,55.0529,74.5751,4.79,63,100,6.89,RU,1697958718
550,leribe,-28.8718,28.045,18.05,46,6,2.49,LS,1697958718
551,qarauyl,48.9451,79.255,11.02,76,100,8.49,KZ,1697958718
552,cidreira,-30.1811,-50.2056,18.06,92,48,8.5,BR,1697958719
553,develi,38.3906,35.4922,12.64,38,9,0.75,TR,1697958719
554,berberati,4.2612,15.7922,23.79,88,54,0.94,CF,1697958719
555,kayenta,36.7278,-110.2546,17.33,23,0,2.86,US,1697958719
556,noosa heads,-26.3833,153.15,25.19,74,0,8.66,AU,1697958680
557,zalingei,12.9096,23.4741,28.52,19,0,2.56,SD,1697958720
558,sechura,-5.5569,-80.8222,21.1,81,41,5.12,PE,1697958720
559,ta`u,-14.2336,-169.5144,26.84,83,40,7.13,AS,1697958720
560,sao joao da barra,-21.6403,-41.0511,20.63,86,100,3.25,BR,1697958720
561,brisas de zicatela,15.8369,-97.0419,25.32,84,97,2.0,MX,1697958720
